status	module	chapter	artifact_type	target_path	source_label	purpose	review
include	Module 4	AI-DLC	code-block	module-4-agent-team-scale/ai-dlc/code-blocks/en/02-awss-ai-dlc-first-a-methodology-then-a-tool.txt	book-source:course-methodology-ai-dlc-content:en:code-block:2	EN copyable text block from AI-DLC.	approved-code-only
include	Module 5	AI Champions	code-block	module-5-organization-adoption/ai-champions/code-blocks/en/01-2.-i-limit-the-role-by-time-and-by-scale.txt	book-source:course-pattern-ai-champions-content:en:code-block:1	EN copyable text block from AI Champions.	approved-code-only
include	Module 5	AI Champions	mermaid	module-5-organization-adoption/ai-champions/code-blocks/en/02-4.-recurring-wins-are-saved-into-the-repository-right-away.mmd	book-source:course-pattern-ai-champions-content:en:code-block:2	EN copyable mermaid block from AI Champions.	approved-code-only
include	Module 5	Adoption Ladders	mermaid	module-5-organization-adoption/adoption-ladders/code-blocks/en/01-5.-i-deal-with-the-usual-problems.mmd	book-source:course-pattern-adoption-ladders-content:en:code-block:1	EN copyable mermaid block from Adoption Ladders.	approved-code-only
include	Module 1	Three modes of working with AI	mermaid	module-1-foundations/three-modes-of-working-with-ai/code-blocks/ru/01-agent-mode.mmd	book-source:course-lesson-ai-work-modes-content:ru:code-block:1	RU copyable mermaid block from Урок 2. Три режима работы с AI.	approved-code-only
include	Module 1	Feedback loop is more important than model choice	mermaid	module-1-foundations/feedback-loop-is-more-important-than-model-choice/code-blocks/ru/01-loss.mmd	book-source:course-lesson-feedback-loop-content:ru:code-block:1	RU copyable mermaid block from Урок 3. Feedback loop важнее выбора модели.	approved-code-only
include	Module 1	Prompt vs context	mermaid	module-1-foundations/prompt-vs-context/code-blocks/ru/01-artifact.mmd	book-source:course-lesson-prompt-vs-context-content:ru:code-block:1	RU copyable mermaid block from Урок 5. Prompt vs Context.	approved-code-only
include	Module 1	Prompt contract: from four to seven elements	code-block	module-1-foundations/prompt-contract-from-four-to-seven-elements/code-blocks/ru/01-artifact.md	book-source:course-lesson-prompt-contract-content:ru:code-block:1	RU copyable markdown block from Урок 6. Контракт промпта: от 4 к 7 элементам.	approved-code-only
include	Module 1	Prompt contract: from four to seven elements	code-block	module-1-foundations/prompt-contract-from-four-to-seven-elements/code-blocks/ru/02-artifact.md	book-source:course-lesson-prompt-contract-content:ru:code-block:2	RU copyable markdown block from Урок 6. Контракт промпта: от 4 к 7 элементам.	approved-code-only
include	Module 1	Prompt contract: from four to seven elements	mermaid	module-1-foundations/prompt-contract-from-four-to-seven-elements/code-blocks/ru/03-artifact.mmd	book-source:course-lesson-prompt-contract-content:ru:code-block:3	RU copyable mermaid block from Урок 6. Контракт промпта: от 4 к 7 элементам.	approved-code-only
include	Module 2	Four-layer steering architecture	mermaid	module-2-single-agent-rules/four-layer-steering-architecture/code-blocks/ru/01-code-block-1.mmd	book-source:course-lesson-steering-architecture-content:ru:code-block:1	RU copyable mermaid block from Урок 8. 4-слойная steering-архитектура (обзор).	approved-code-only
include	Module 2	Two-pass AGENTS.md	mermaid	module-2-single-agent-rules/two-pass-agents.md/code-blocks/ru/01-artifact.mmd	book-source:course-pattern-two-pass-agents-md-content:ru:code-block:1	RU copyable mermaid block from Паттерн 2. Two-pass AGENTS.md (живой артефакт).	approved-code-only
include	Module 2	Context engineering and progressive disclosure	mermaid	module-2-single-agent-rules/context-engineering-and-progressive-disclosure/code-blocks/ru/01-artifact.mmd	book-source:course-lesson-context-engineering-progressive-disclosure-content:ru:code-block:1	RU copyable mermaid block from Урок 9. Context engineering и progressive disclosure.	approved-code-only
include	Module 2	Spec-anchored	mermaid	module-2-single-agent-rules/spec-anchored/code-blocks/ru/01-requirements-design-tasks.mmd	book-source:course-methodology-spec-anchored-content:ru:code-block:1	RU copyable mermaid block from Методология 1. Spec-anchored.	approved-code-only
include	Module 2	Spec-anchored	code-block	module-2-single-agent-rules/spec-anchored/code-blocks/ru/02-tasks.md.js	book-source:course-methodology-spec-anchored-content:ru:code-block:2	RU copyable javascript block from Методология 1. Spec-anchored.	approved-code-only
include	Module 2	Spec-anchored	code-block	module-2-single-agent-rules/spec-anchored/code-blocks/ru/03-requirements.md.md	book-source:course-methodology-spec-anchored-content:ru:code-block:3	RU copyable markdown block from Методология 1. Spec-anchored.	approved-code-only
include	Module 2	Spec-anchored	code-block	module-2-single-agent-rules/spec-anchored/code-blocks/ru/04-design.md.md	book-source:course-methodology-spec-anchored-content:ru:code-block:4	RU copyable markdown block from Методология 1. Spec-anchored.	approved-code-only
include	Module 2	Spec-anchored	code-block	module-2-single-agent-rules/spec-anchored/code-blocks/ru/05-tasks.md.md	book-source:course-methodology-spec-anchored-content:ru:code-block:5	RU copyable markdown block from Методология 1. Spec-anchored.	approved-code-only
include	Module 2	Spec-anchored	code-block	module-2-single-agent-rules/spec-anchored/code-blocks/ru/06-self-eval.txt	book-source:course-methodology-spec-anchored-content:ru:code-block:6	RU copyable text block from Методология 1. Spec-anchored.	approved-code-only
include	Module 3	Deterministic spec stages	mermaid	module-3-spec-driven-development/deterministic-spec-stages/code-blocks/ru/01-artifact.mmd	book-source:course-pattern-deterministic-spec-stages-content:ru:code-block:1	RU copyable mermaid block from Паттерн 4. Спецификации из X последовательных файлов (детерминированные стадии).	approved-code-only
include	Module 3	Deterministic spec stages	code-block	module-3-spec-driven-development/deterministic-spec-stages/code-blocks/ru/02-artifact.txt	book-source:course-pattern-deterministic-spec-stages-content:ru:code-block:2	RU copyable text block from Паттерн 4. Спецификации из X последовательных файлов (детерминированные стадии).	approved-code-only
include	Module 3	Agent loops / harness engineering	mermaid	module-3-spec-driven-development/agent-loops-harness-engineering/code-blocks/ru/01-goal-context.mmd	book-source:course-pattern-agent-loops-harness-engineering-content:ru:code-block:1	RU copyable mermaid block from Паттерн 5. Agent Loops / Harness Engineering.	approved-code-only
include	Module 3	Spec self and auto evals	code-block	module-3-spec-driven-development/spec-self-and-auto-evals/code-blocks/ru/01-artifact.md	book-source:course-pattern-spec-self-auto-evals-content:ru:code-block:1	RU copyable markdown block from Паттерн 6. Spec self/auto-evals (чек-лист + прогон агентом).	approved-code-only
include	Module 3	Spec self and auto evals	code-block	module-3-spec-driven-development/spec-self-and-auto-evals/code-blocks/ru/02-artifact.txt	book-source:course-pattern-spec-self-auto-evals-content:ru:code-block:2	RU copyable text block from Паттерн 6. Spec self/auto-evals (чек-лист + прогон агентом).	approved-code-only
include	Module 3	Spec self and auto evals	code-block	module-3-spec-driven-development/spec-self-and-auto-evals/code-blocks/ru/03-artifact.txt	book-source:course-pattern-spec-self-auto-evals-content:ru:code-block:3	RU copyable text block from Паттерн 6. Spec self/auto-evals (чек-лист + прогон агентом).	approved-code-only
include	Module 3	Spec self and auto evals	mermaid	module-3-spec-driven-development/spec-self-and-auto-evals/code-blocks/ru/04-artifact.mmd	book-source:course-pattern-spec-self-auto-evals-content:ru:code-block:4	RU copyable mermaid block from Паттерн 6. Spec self/auto-evals (чек-лист + прогон агентом).	approved-code-only
include	Module 3	Hooks: lifecycle vs git-style	mermaid	module-3-spec-driven-development/hooks-lifecycle-vs-git-style/code-blocks/ru/01-artifact.mmd	book-source:course-pattern-lifecycle-hooks-content:ru:code-block:1	RU copyable mermaid block from Паттерн 7. Hooks: lifecycle vs git-style.	approved-code-only
include	Module 3	Hooks: lifecycle vs git-style	code-block	module-3-spec-driven-development/hooks-lifecycle-vs-git-style/code-blocks/ru/02-hook.txt	book-source:course-pattern-lifecycle-hooks-content:ru:code-block:2	RU copyable text block from Паттерн 7. Hooks: lifecycle vs git-style.	approved-code-only
include	Module 3	Hooks: lifecycle vs git-style	code-block	module-3-spec-driven-development/hooks-lifecycle-vs-git-style/code-blocks/ru/03-artifact.txt	book-source:course-pattern-lifecycle-hooks-content:ru:code-block:3	RU copyable text block from Паттерн 7. Hooks: lifecycle vs git-style.	approved-code-only
include	Module 3	CI/CD as loss function	mermaid	module-3-spec-driven-development/cicd-as-loss-function/code-blocks/ru/01-artifact.mmd	book-source:course-lesson-cicd-loss-function-content:ru:code-block:1	RU copyable mermaid block from Урок 11. CI/CD как loss function.	approved-code-only
include	Module 3	Reusable workflow	code-block	module-3-spec-driven-development/reusable-workflow/code-blocks/ru/01-artifact.txt	book-source:course-pattern-reusable-workflow-content:ru:code-block:1	RU copyable text block from Паттерн 8. Переиспользуемый workflow.	approved-code-only
include	Module 3	Reusable workflow	code-block	module-3-spec-driven-development/reusable-workflow/code-blocks/ru/02-artifact.txt	book-source:course-pattern-reusable-workflow-content:ru:code-block:2	RU copyable text block from Паттерн 8. Переиспользуемый workflow.	approved-code-only
include	Module 3	Reusable workflow	mermaid	module-3-spec-driven-development/reusable-workflow/code-blocks/ru/03-artifact.mmd	book-source:course-pattern-reusable-workflow-content:ru:code-block:3	RU copyable mermaid block from Паттерн 8. Переиспользуемый workflow.	approved-code-only
include	Module 3	Shared artifacts	code-block	module-3-spec-driven-development/shared-artifacts/code-blocks/ru/01-artifact.txt	book-source:course-pattern-shared-artifacts-content:ru:code-block:1	RU copyable text block from Паттерн 9. Shared artifacts.	approved-code-only
include	Module 3	Shared artifacts	mermaid	module-3-spec-driven-development/shared-artifacts/code-blocks/ru/02-artifact.mmd	book-source:course-pattern-shared-artifacts-content:ru:code-block:2	RU copyable mermaid block from Паттерн 9. Shared artifacts.	approved-code-only
include	Module 3	Meta approach	code-block	module-3-spec-driven-development/meta-approach/code-blocks/ru/01-artifact.txt	book-source:course-pattern-meta-approach-content:ru:code-block:1	RU copyable text block from Паттерн 12. Мета-подход.	approved-code-only
include	Module 3	Meta approach	code-block	module-3-spec-driven-development/meta-approach/code-blocks/ru/02-artifact.txt	book-source:course-pattern-meta-approach-content:ru:code-block:2	RU copyable text block from Паттерн 12. Мета-подход.	approved-code-only
include	Module 3	Deferred context disclosure	mermaid	module-3-spec-driven-development/deferred-context-disclosure/code-blocks/ru/01-monkey-patch.mmd	book-source:course-pattern-deferred-context-disclosure-content:ru:code-block:1	RU copyable mermaid block from Паттерн 13. Deferred context disclosure.	approved-code-only
include	Module 3	Moral principles as invariants	mermaid	module-3-spec-driven-development/moral-principles-as-invariants/code-blocks/ru/01-artifact.mmd	book-source:course-lesson-moral-principles-invariants-content:ru:code-block:1	RU copyable mermaid block from Урок 12. Моральные принципы как инварианты.	approved-code-only
include	Module 3	Moral principles as invariants	code-block	module-3-spec-driven-development/moral-principles-as-invariants/code-blocks/ru/02-agents.md.md	book-source:course-lesson-moral-principles-invariants-content:ru:code-block:2	RU copyable markdown block from Урок 12. Моральные принципы как инварианты.	approved-code-only
include	Module 3	Spec-anchored, comparison pass	mermaid	module-3-spec-driven-development/spec-anchored-comparison-pass/code-blocks/ru/01-requirements-design-tasks.mmd	book-source:course-methodology-spec-anchored-comparison-content:ru:code-block:1	RU copyable mermaid block from Методология 1. Spec-anchored как основа сравнения.	approved-code-only
include	Module 3	Spec-anchored, comparison pass	code-block	module-3-spec-driven-development/spec-anchored-comparison-pass/code-blocks/ru/02-tasks.md.js	book-source:course-methodology-spec-anchored-comparison-content:ru:code-block:2	RU copyable javascript block from Методология 1. Spec-anchored как основа сравнения.	approved-code-only
include	Module 3	Spec-anchored, comparison pass	code-block	module-3-spec-driven-development/spec-anchored-comparison-pass/code-blocks/ru/03-requirements.md.md	book-source:course-methodology-spec-anchored-comparison-content:ru:code-block:3	RU copyable markdown block from Методология 1. Spec-anchored как основа сравнения.	approved-code-only
include	Module 3	Spec-anchored, comparison pass	code-block	module-3-spec-driven-development/spec-anchored-comparison-pass/code-blocks/ru/04-design.md.md	book-source:course-methodology-spec-anchored-comparison-content:ru:code-block:4	RU copyable markdown block from Методология 1. Spec-anchored как основа сравнения.	approved-code-only
include	Module 3	Spec-anchored, comparison pass	code-block	module-3-spec-driven-development/spec-anchored-comparison-pass/code-blocks/ru/05-tasks.md.md	book-source:course-methodology-spec-anchored-comparison-content:ru:code-block:5	RU copyable markdown block from Методология 1. Spec-anchored как основа сравнения.	approved-code-only
include	Module 3	Spec-anchored, comparison pass	code-block	module-3-spec-driven-development/spec-anchored-comparison-pass/code-blocks/ru/06-self-eval.txt	book-source:course-methodology-spec-anchored-comparison-content:ru:code-block:6	RU copyable text block from Методология 1. Spec-anchored как основа сравнения.	approved-code-only
include	Module 3	GitHub Spec Kit	mermaid	module-3-spec-driven-development/github-spec-kit/code-blocks/ru/01-artifact.mmd	book-source:course-methodology-github-spec-kit-content:ru:code-block:1	RU copyable mermaid block from Методология 2. GitHub Spec Kit.	approved-code-only
include	Module 3	GitHub Spec Kit	code-block	module-3-spec-driven-development/github-spec-kit/code-blocks/ru/02-5.-tasks.txt	book-source:course-methodology-github-spec-kit-content:ru:code-block:2	RU copyable text block from Методология 2. GitHub Spec Kit.	approved-code-only
include	Module 3	OpenSpec	mermaid	module-3-spec-driven-development/openspec/code-blocks/ru/01-artifact.mmd	book-source:course-methodology-openspec-content:ru:code-block:1	RU copyable mermaid block from Методология 3. OpenSpec.	approved-code-only
include	Module 3	Kiro	mermaid	module-3-spec-driven-development/kiro/code-blocks/ru/01-trinity-requirements-design-tasks.mmd	book-source:course-methodology-kiro-content:ru:code-block:1	RU copyable mermaid block from Методология 4. Kiro (AWS).	approved-code-only
include	Module 3	Kiro	code-block	module-3-spec-driven-development/kiro/code-blocks/ru/02-artifact.txt	book-source:course-methodology-kiro-content:ru:code-block:2	RU copyable text block from Методология 4. Kiro (AWS).	approved-code-only
include	Module 3	Kiro	code-block	module-3-spec-driven-development/kiro/code-blocks/ru/03-ears.txt	book-source:course-methodology-kiro-content:ru:code-block:3	RU copyable text block from Методология 4. Kiro (AWS).	approved-code-only
include	Module 3	Kiro	code-block	module-3-spec-driven-development/kiro/code-blocks/ru/04-4..txt	book-source:course-methodology-kiro-content:ru:code-block:4	RU copyable text block from Методология 4. Kiro (AWS).	approved-code-only
include	Module 3	specs.md	mermaid	module-3-spec-driven-development/specs.md/code-blocks/ru/01-flow.mmd	book-source:course-methodology-specs-md-content:ru:code-block:1	RU copyable mermaid block from Методология 5. specs.md.	approved-code-only
include	Module 3	specs.md	code-block	module-3-spec-driven-development/specs.md/code-blocks/ru/02-simple.txt	book-source:course-methodology-specs-md-content:ru:code-block:2	RU copyable text block from Методология 5. specs.md.	approved-code-only
include	Module 3	specs.md	mermaid	module-3-spec-driven-development/specs.md/code-blocks/ru/03-ai-dlc-intent-unit-story-bolt.mmd	book-source:course-methodology-specs-md-content:ru:code-block:3	RU copyable mermaid block from Методология 5. specs.md.	approved-code-only
include	Module 3	specs.md	code-block	module-3-spec-driven-development/specs.md/code-blocks/ru/04-ai-dlc-intent-unit-story-bolt.txt	book-source:course-methodology-specs-md-content:ru:code-block:4	RU copyable text block from Методология 5. specs.md.	approved-code-only
include	Module 3	superpowers	mermaid	module-3-spec-driven-development/superpowers/code-blocks/ru/01-artifact.mmd	book-source:course-methodology-superpowers-content:ru:code-block:1	RU copyable mermaid block from Методология 6. superpowers.	approved-code-only
include	Module 3	superpowers	code-block	module-3-spec-driven-development/superpowers/code-blocks/ru/02-query-api.txt	book-source:course-methodology-superpowers-content:ru:code-block:2	RU copyable text block from Методология 6. superpowers.	approved-code-only
include	Module 4	Multi-agent mode	mermaid	module-4-agent-team-scale/multi-agent-mode/code-blocks/ru/01-artifact.mmd	book-source:course-lesson-multiagent-mode-content:ru:code-block:1	RU copyable mermaid block from Урок 13. Мультиагентный режим.	approved-code-only
include	Module 4	Metrics and the real bottleneck	mermaid	module-4-agent-team-scale/metrics-and-the-real-bottleneck/code-blocks/ru/01-artifact.mmd	book-source:course-lesson-metrics-bottleneck-content:ru:code-block:1	RU copyable mermaid block from Урок 14. Метрики и где настоящий bottleneck.	approved-code-only
include	Module 4	Version Every Thing	code-block	module-4-agent-team-scale/version-every-thing/code-blocks/ru/01-artifact.yml	book-source:course-pattern-version-everything-content:ru:code-block:1	RU copyable yaml block from Паттерн 14. Version Every Thing (VET).	approved-code-only
include	Module 4	Version Every Thing	mermaid	module-4-agent-team-scale/version-every-thing/code-blocks/ru/02-artifact.mmd	book-source:course-pattern-version-everything-content:ru:code-block:2	RU copyable mermaid block from Паттерн 14. Version Every Thing (VET).	approved-code-only
include	Module 4	Quality gates and blast-radius control	mermaid	module-4-agent-team-scale/quality-gates-and-blast-radius-control/code-blocks/ru/01-2.-pr-ci.mmd	book-source:course-pattern-quality-gates-blast-radius-content:ru:code-block:1	RU copyable mermaid block from Паттерн 15. Quality gates и blast-radius control.	approved-code-only
include	Module 4	Architectural tests	mermaid	module-4-agent-team-scale/architectural-tests/code-blocks/ru/01-1..mmd	book-source:course-pattern-architectural-tests-content:ru:code-block:1	RU copyable mermaid block from Паттерн 16. Архитектурные тесты.	approved-code-only
include	Module 4	Architectural tests	code-block	module-4-agent-team-scale/architectural-tests/code-blocks/ru/02-2..java	book-source:course-pattern-architectural-tests-content:ru:code-block:2	RU copyable java block from Паттерн 16. Архитектурные тесты.	approved-code-only
include	Module 4	Architectural tests	code-block	module-4-agent-team-scale/architectural-tests/code-blocks/ru/03-2..java	book-source:course-pattern-architectural-tests-content:ru:code-block:3	RU copyable java block from Паттерн 16. Архитектурные тесты.	approved-code-only
include	Module 4	Architectural tests	code-block	module-4-agent-team-scale/architectural-tests/code-blocks/ru/04-3..txt	book-source:course-pattern-architectural-tests-content:ru:code-block:4	RU copyable text block from Паттерн 16. Архитектурные тесты.	approved-code-only
include	Module 4	Git worktrees and parallel subagents	code-block	module-4-agent-team-scale/git-worktrees-and-parallel-subagents/code-blocks/ru/01-2.-checkout.sh	book-source:course-pattern-git-worktrees-subagents-content:ru:code-block:1	RU copyable bash block from Паттерн 17. Git worktrees / параллельные субагенты.	approved-code-only
include	Module 4	Git worktrees and parallel subagents	code-block	module-4-agent-team-scale/git-worktrees-and-parallel-subagents/code-blocks/ru/02-2.-checkout.txt	book-source:course-pattern-git-worktrees-subagents-content:ru:code-block:2	RU copyable text block from Паттерн 17. Git worktrees / параллельные субагенты.	approved-code-only
include	Module 4	Git worktrees and parallel subagents	mermaid	module-4-agent-team-scale/git-worktrees-and-parallel-subagents/code-blocks/ru/03-2.-checkout.mmd	book-source:course-pattern-git-worktrees-subagents-content:ru:code-block:3	RU copyable mermaid block from Паттерн 17. Git worktrees / параллельные субагенты.	approved-code-only
include	Module 4	Git worktrees and parallel subagents	code-block	module-4-agent-team-scale/git-worktrees-and-parallel-subagents/code-blocks/ru/04-3..txt	book-source:course-pattern-git-worktrees-subagents-content:ru:code-block:4	RU copyable text block from Паттерн 17. Git worktrees / параллельные субагенты.	approved-code-only
include	Module 4	Git worktrees and parallel subagents	code-block	module-4-agent-team-scale/git-worktrees-and-parallel-subagents/code-blocks/ru/05-5..sh	book-source:course-pattern-git-worktrees-subagents-content:ru:code-block:5	RU copyable bash block from Паттерн 17. Git worktrees / параллельные субагенты.	approved-code-only
include	Module 4	Branch-and-merge orchestration	code-block	module-4-agent-team-scale/branch-and-merge-orchestration/code-blocks/ru/01-1..json	book-source:course-pattern-branch-merge-orchestration-content:ru:code-block:1	RU copyable json block from Паттерн 18. Branch-and-merge оркестрация.	approved-code-only
include	Module 4	Branch-and-merge orchestration	mermaid	module-4-agent-team-scale/branch-and-merge-orchestration/code-blocks/ru/02-2..mmd	book-source:course-pattern-branch-merge-orchestration-content:ru:code-block:2	RU copyable mermaid block from Паттерн 18. Branch-and-merge оркестрация.	approved-code-only
include	Module 4	Hierarchical agent teams with shared memory	mermaid	module-4-agent-team-scale/hierarchical-agent-teams-with-shared-memory/code-blocks/ru/01-5.-brain-hands-session.mmd	book-source:course-pattern-hierarchical-agent-teams-content:ru:code-block:1	RU copyable mermaid block from Паттерн 19. Иерархические команды агентов с общей памятью.	approved-code-only
include	Module 4	Hierarchical agent teams with shared memory	code-block	module-4-agent-team-scale/hierarchical-agent-teams-with-shared-memory/code-blocks/ru/02-9..json	book-source:course-pattern-hierarchical-agent-teams-content:ru:code-block:2	RU copyable json block from Паттерн 19. Иерархические команды агентов с общей памятью.	approved-code-only
include	Module 4	Hierarchical agent teams with shared memory	code-block	module-4-agent-team-scale/hierarchical-agent-teams-with-shared-memory/code-blocks/ru/03-10.-audit-log.txt	book-source:course-pattern-hierarchical-agent-teams-content:ru:code-block:3	RU copyable text block from Паттерн 19. Иерархические команды агентов с общей памятью.	approved-code-only
include	Module 4	Swarms and orchestration	code-block	module-4-agent-team-scale/swarms-and-orchestration/code-blocks/ru/01-4..json	book-source:course-pattern-swarms-orchestration-content:ru:code-block:1	RU copyable json block from Паттерн 20. Swarms и оркестрация.	approved-code-only
include	Module 4	Swarms and orchestration	mermaid	module-4-agent-team-scale/swarms-and-orchestration/code-blocks/ru/02-6..mmd	book-source:course-pattern-swarms-orchestration-content:ru:code-block:2	RU copyable mermaid block from Паттерн 20. Swarms и оркестрация.	approved-code-only
include	Module 4	Swarms and orchestration	code-block	module-4-agent-team-scale/swarms-and-orchestration/code-blocks/ru/03-7.-audit-log.txt	book-source:course-pattern-swarms-orchestration-content:ru:code-block:3	RU copyable text block from Паттерн 20. Swarms и оркестрация.	approved-code-only
include	Module 4	Agent-human separation of responsibilities	code-block	module-4-agent-team-scale/agent-human-separation-of-responsibilities/code-blocks/ru/01-2..txt	book-source:course-pattern-agent-human-responsibilities-content:ru:code-block:1	RU copyable text block from Паттерн 21. Agent-Human separation of responsibilities (HITL).	approved-code-only
include	Module 4	Agent-human separation of responsibilities	mermaid	module-4-agent-team-scale/agent-human-separation-of-responsibilities/code-blocks/ru/02-5..mmd	book-source:course-pattern-agent-human-responsibilities-content:ru:code-block:2	RU copyable mermaid block from Паттерн 21. Agent-Human separation of responsibilities (HITL).	approved-code-only
include	Module 4	Aspect Oriented Programming proxy	code-block	module-4-agent-team-scale/aspect-oriented-programming-proxy/code-blocks/ru/01-4.-api-layer-proxy.txt	book-source:course-pattern-aspect-oriented-proxy-content:ru:code-block:1	RU copyable text block from Паттерн 22. Aspect Oriented Programming (AOP).	approved-code-only
include	Module 4	Reproducibility unit plus audit trail	code-block	module-4-agent-team-scale/reproducibility-unit-plus-audit-trail/code-blocks/ru/01-2..yml	book-source:course-pattern-reproducibility-unit-audit-trail-content:ru:code-block:1	RU copyable yaml block from Паттерн 23. Reproducibility unit + audit trail.	approved-code-only
include	Module 4	Reproducibility unit plus audit trail	mermaid	module-4-agent-team-scale/reproducibility-unit-plus-audit-trail/code-blocks/ru/02-2..mmd	book-source:course-pattern-reproducibility-unit-audit-trail-content:ru:code-block:2	RU copyable mermaid block from Паттерн 23. Reproducibility unit + audit trail.	approved-code-only
include	Module 4	Reproducibility unit plus audit trail	code-block	module-4-agent-team-scale/reproducibility-unit-plus-audit-trail/code-blocks/ru/03-3..yml	book-source:course-pattern-reproducibility-unit-audit-trail-content:ru:code-block:3	RU copyable yaml block from Паттерн 23. Reproducibility unit + audit trail.	approved-code-only
include	Module 4	Tessl	code-block	module-4-agent-team-scale/tessl/code-blocks/ru/01-tile.txt	book-source:course-methodology-tessl-content:ru:code-block:1	RU copyable text block from Методология 7. Tessl.	approved-code-only
include	Module 4	Tessl	code-block	module-4-agent-team-scale/tessl/code-blocks/ru/02-tile.txt	book-source:course-methodology-tessl-content:ru:code-block:2	RU copyable text block from Методология 7. Tessl.	approved-code-only
include	Module 4	Tessl	code-block	module-4-agent-team-scale/tessl/code-blocks/ru/03-2..txt	book-source:course-methodology-tessl-content:ru:code-block:3	RU copyable text block from Методология 7. Tessl.	approved-code-only
include	Module 4	Augment Cosmos	mermaid	module-4-agent-team-scale/augment-cosmos/code-blocks/ru/01-automation-session.mmd	book-source:course-methodology-augment-cosmos-content:ru:code-block:1	RU copyable mermaid block from Методология 9. Augment Cosmos.	approved-code-only
include	Module 4	Augment Cosmos	mermaid	module-4-agent-team-scale/augment-cosmos/code-blocks/ru/02-jira-pr-audit-log-service.mmd	book-source:course-methodology-augment-cosmos-content:ru:code-block:2	RU copyable mermaid block from Методология 9. Augment Cosmos.	approved-code-only
include	Module 4	AI-DLC	code-block	module-4-agent-team-scale/ai-dlc/code-blocks/ru/01-artifact.txt	book-source:course-methodology-ai-dlc-content:ru:code-block:1	RU copyable text block from Методология 10. AI-DLC.	approved-code-only
include	Module 4	AI-DLC	code-block	module-4-agent-team-scale/ai-dlc/code-blocks/ru/02-ai-dlc-aws.txt	book-source:course-methodology-ai-dlc-content:ru:code-block:2	RU copyable text block from Методология 10. AI-DLC.	approved-code-only
include	Module 5	AI Champions	code-block	module-5-organization-adoption/ai-champions/code-blocks/ru/01-2..txt	book-source:course-pattern-ai-champions-content:ru:code-block:1	RU copyable text block from Паттерн 24. AI Champions.	approved-code-only
include	Module 5	AI Champions	mermaid	module-5-organization-adoption/ai-champions/code-blocks/ru/02-4..mmd	book-source:course-pattern-ai-champions-content:ru:code-block:2	RU copyable mermaid block from Паттерн 24. AI Champions.	approved-code-only
include	Module 5	Adoption Ladders	mermaid	module-5-organization-adoption/adoption-ladders/code-blocks/ru/01-5..mmd	book-source:course-pattern-adoption-ladders-content:ru:code-block:1	RU copyable mermaid block from Паттерн 25. Adoption Ladders.	approved-code-only
